"time_ms","auc","null_mean","null_q975","p_pointwise","cluster_id","cluster_p","significant","cluster_threshold","n_perm","n_trials","n_participants","property","analysis","level","session","mini_language","cluster_p_fdr","significant_fdr","inference"
18,0.51040809299976,0.499664139584855,0.520572319081957,0.157842157842158,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
22,0.512501047832936,0.499727715025457,0.520769217721425,0.121878121878122,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
26,0.510388386060321,0.499827653422317,0.520519973582508,0.157842157842158,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
30,0.509668947677171,0.500249725892343,0.519933813873282,0.187812187812188,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
34,0.514535856092561,0.500251253906143,0.520396268716409,0.0829170829170829,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
38,0.513803962062484,0.499949578440572,0.521520981548376,0.0949050949050949,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
42,0.510321135260913,0.499902433912838,0.519470267337748,0.182817182817183,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
46,0.507049036981971,0.499755859288992,0.519923210308239,0.257742257742258,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
50,0.508685412411177,0.500028442418962,0.520152912017004,0.222777222777223,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
54,0.505644394133391,0.500018750407761,0.519740050126409,0.314685314685315,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
58,0.495405061802116,0.500139059797709,0.520582269069048,0.668331668331668,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
62,0.498896309988865,0.500556925806529,0.521866885230396,0.567432567432567,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
66,0.500713324180758,0.500322414208682,0.521621391374901,0.505494505494505,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
70,0.502352805824028,0.500148651966462,0.520253251786413,0.434565434565435,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
74,0.518007763457183,0.499836637606371,0.520900876470818,0.041958041958042,3,0.420579420579421,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
78,0.522725831273666,0.499957397762596,0.519803094211934,0.014985014985015,3,0.420579420579421,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
82,0.520683770322268,0.500092003382483,0.521305268111057,0.028971028971029,3,0.420579420579421,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
86,0.523967077002674,0.500011341030181,0.520051271635087,0.00699300699300699,3,0.420579420579421,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
90,0.521336520775603,0.499947226691116,0.519839826040865,0.01998001998002,3,0.420579420579421,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
94,0.511896626768244,0.500153973588158,0.519880204384775,0.124875124875125,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
98,0.506126892029081,0.500186408179325,0.520246694682416,0.281718281718282,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
102,0.508014286647699,0.50002520719646,0.519347173764074,0.230769230769231,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
106,0.512956649025295,0.500086635691409,0.520095994956431,0.11988011988012,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
110,0.511095239273226,0.500452458264952,0.521153086729577,0.151848151848152,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
114,0.500657777705558,0.500402784865751,0.520107630619167,0.516483516483517,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
118,0.497525155631645,0.500048137967374,0.519986724565175,0.613386613386613,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
122,0.505347515839084,0.499804546604435,0.520099355889754,0.322677322677323,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
126,0.512349613008211,0.499899402481875,0.520124243350916,0.124875124875125,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
130,0.513367080455406,0.499735072462351,0.519913227782655,0.0879120879120879,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
134,0.515457824100649,0.499728531442829,0.519895138186105,0.0719280719280719,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
138,0.513952033418469,0.499929822767686,0.520075771664612,0.0809190809190809,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
142,0.508527982488187,0.499682829323166,0.520270791047865,0.194805194805195,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
146,0.508009623926115,0.499678218528172,0.519349852156444,0.227772227772228,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
150,0.508898278033302,0.499936884605098,0.519703913295702,0.198801198801199,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
154,0.507078812297254,0.499707472019993,0.519609434414592,0.244755244755245,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
158,0.49894462367062,0.499916244998976,0.52012578693927,0.547452547452547,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
162,0.494365110747458,0.500163759689942,0.520261305592667,0.704295704295704,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
166,0.490201337770078,0.500179707065635,0.51978286212844,0.825174825174825,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
170,0.485704802895387,0.500168924412333,0.520238222564229,0.907092907092907,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
174,0.474507438740111,0.499919645727248,0.520603344849404,0.984015984015984,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
178,0.466142250991941,0.499741482394135,0.522228840996814,0.999000999000999,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
182,0.48168509591599,0.499943865387242,0.521638731896965,0.949050949050949,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
186,0.492527103293322,0.499933251638199,0.520431754126794,0.753246753246753,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
190,0.491576300256033,0.499890842825764,0.51916151420337,0.789210789210789,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
194,0.493361134960844,0.500038087042758,0.519778856694186,0.751248751248751,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
198,0.494275783784393,0.500147288506986,0.519686098548008,0.713286713286713,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
202,0.492817562687612,0.500265650033013,0.520635745141213,0.748251748251748,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
206,0.494374861320718,0.500387373937408,0.520777788283453,0.723276723276723,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
210,0.489924154322199,0.500488438770422,0.520685358997037,0.854145854145854,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
214,0.491302189563954,0.500323488108944,0.521478310735636,0.801198801198801,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
218,0.501657740702897,0.500094130110938,0.520838307445146,0.44955044955045,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
222,0.515040012331178,0.499897882191768,0.520358289464788,0.0809190809190809,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
226,0.518562271375242,0.499707532022571,0.519292616569638,0.035964035964036,4,0.792207792207792,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
230,0.521527424909722,0.499451880096464,0.520379227874861,0.021978021978022,4,0.792207792207792,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
234,0.517589545626782,0.499257428316107,0.519566504622815,0.042957042957043,4,0.792207792207792,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
238,0.509770110751406,0.499423748602374,0.519854540445017,0.161838161838162,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
242,0.505924193551607,0.499615360812069,0.520302443620364,0.291708291708292,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
246,0.506030021458669,0.499695108464712,0.519946039121448,0.297702297702298,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
250,0.50719647548795,0.499620403962259,0.521537785613632,0.256743256743257,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
254,0.504848496970125,0.499712305811368,0.521093002318033,0.317682317682318,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
258,0.505563382215951,0.499379497975051,0.5201610830735,0.286713286713287,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
262,0.50494445587969,0.49922197610476,0.519287127914456,0.311688311688312,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
266,0.501306320768075,0.499292671420959,0.519351381364149,0.43956043956044,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
270,0.490773740268329,0.49967323503349,0.518748458050672,0.823176823176823,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
274,0.497012080462545,0.499673513553852,0.519182217888183,0.634365634365634,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
278,0.504789598357378,0.499755481694555,0.519570540549665,0.341658341658342,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
282,0.506658401020103,0.499908021721912,0.518909264041355,0.295704295704296,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
286,0.510603478324548,0.499872763726403,0.519068946804295,0.167832167832168,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
290,0.51212108581422,0.499605250728624,0.519688285560185,0.118881118881119,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
294,0.511426785677051,0.499679544170017,0.520479863617524,0.142857142857143,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
298,0.505882569314564,0.499424093926172,0.519934822620207,0.275724275724276,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
302,0.502390350329289,0.499310785418798,0.520471206914003,0.390609390609391,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
306,0.497222416626494,0.499377097461404,0.518945894317571,0.602397602397602,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
310,0.500464215908172,0.499393302837839,0.518083883932402,0.471528471528472,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
314,0.510292499314183,0.499694563054875,0.519840947281734,0.178821178821179,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
318,0.508913144582405,0.499732856260365,0.520279126468138,0.207792207792208,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
322,0.504243100263363,0.499560502787593,0.520361506561509,0.320679320679321,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
326,0.507910416714796,0.499349726024553,0.520308398962831,0.20979020979021,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
330,0.512006685662601,0.499351103576385,0.519390337273855,0.104895104895105,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
334,0.514591712548614,0.49964272345085,0.519624256210693,0.0659340659340659,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
338,0.517953531700349,0.500033412754612,0.520404928094439,0.046953046953047,5,0.81018981018981,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
342,0.522178670002456,0.500143627537024,0.519987132932474,0.014985014985015,5,0.81018981018981,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,0.965034965034965,FALSE,"confirmatory"
346,0.513054883620819,0.499973543825012,0.518901211055207,0.104895104895105,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
350,0.505742829027234,0.500063141412948,0.521100043691849,0.304695304695305,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
354,0.505716930062827,0.50009851827463,0.522100882363321,0.304695304695305,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
358,0.507548253827575,0.500130180727072,0.522402381287228,0.25974025974026,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
362,0.501182392602613,0.499960042536733,0.521013222906192,0.473526473526474,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
366,0.496428193128176,0.499894039675308,0.520476073484843,0.634365634365634,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
370,0.493000503912736,0.499648681116483,0.520531414454938,0.737262737262737,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
374,0.498614956516179,0.499618083728966,0.520667744774793,0.541458541458541,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
378,0.511234790133177,0.499950616186146,0.520446241893671,0.132867132867133,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
382,0.514372057374426,0.49989799968254,0.520221776923089,0.0859140859140859,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
386,0.50622677137948,0.500028638884757,0.520113239267468,0.285714285714286,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
390,0.493364535047326,0.500109504844182,0.519916396171896,0.734265734265734,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
394,0.498705544756157,0.500088509932103,0.519289207342971,0.562437562437562,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
398,0.509293549691095,0.500124373027047,0.52013916920557,0.220779220779221,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
402,0.511820281848965,0.500071700894542,0.519725428919517,0.158841158841159,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
406,0.505847109061079,0.500140178949796,0.520350582016205,0.314685314685315,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
410,0.507222564428844,0.499893026771541,0.520596911785146,0.262737262737263,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
414,0.511691835772397,0.499509255185797,0.519727925228886,0.135864135864136,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
418,0.516278323632877,0.4993758735032,0.519467516749575,0.0549450549450549,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
422,0.508483784649418,0.49968117560686,0.519234001512573,0.208791208791209,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
426,0.504657265419988,0.499909131877225,0.519697556619654,0.354645354645355,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
430,0.499929221631272,0.500033810555101,0.519237588259786,0.524475524475524,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
434,0.50180240016315,0.499833773408483,0.51951127922026,0.454545454545455,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
438,0.506702871487652,0.499775691730324,0.521617893585636,0.282717282717283,NA,NA,FALSE,0.517182491102458,1000,5679,56,"verb_object_number_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
